DOY	Etr	ETP	NDVI	Rain	T_5cm	T_10cm	T_20cm	T_30cm_2	T_40cm	T_50cm	SWUpper_Avg	SWLower_Avg	LWUpperCo_Avg	LWLowerCo_Avg	Trad_apo	Ta_2m	Ta_3m	RH_2M	RH_3M	WS_ms_2M_Avg	WS_ms_3M_Avg	IAFactivo	Gcorregido					
324	1.273193408	4.62	0.599850432	0.000	296.392	295.348	294.202	293.213	19.323	18.482	297.6558889	51.27888194	366.9048611	428.2819444	295.64	292.98	293.05	65.97	64.52	1.953	2.643	3.25	-11.99					
325	0	0.71	0.586042301	23.400	290.546	291.875	292.778	292.968	19.550	18.837	46.79870833	9.009166667	371.3916667	388.3909722	287.95	287.08	287.32	87.3	85.8	5.005	6.28	3.25	16.09					
326	0	3.04	0.571559031	0.000	291.123	291.515	291.637	291.775	18.709	18.453	366.7022083	60.80028472	306.1881944	391.8569444	289.25	286.67	286.69	95.6	94.2	2.241	2.963	3.25	2.16					
327	7.28788051	3.11	0.556391012	0.100	290.854	290.981	291.079	291.278	18.240	18.070	378.7071528	66.34427083	290.2909722	389.38125	288.93	285.99	285.97	95.7	94.8	4.249	4.796	3.25	-0.59					
328	6.332456489	2.28	0.540528634	0.000	291.344	291.264	291.210	291.222	18.050	17.823	251.6139167	47.69144444	344.4444444	396.0208333	289.53	287.81	287.90	82.3	81.4	3.397	4.067	3.25	1.24					
329	3.257570761	0.64	0.523962288	3.200	289.855	290.426	290.847	291.039	17.922	17.703	62.68999306	11.71170833	374.1409722	389.3513889	287.96	287.30	287.49	99.3	98.8	0.746	0.928	3.25	8.73					
330	1.397748324	3.39	0.506682364	0.200	291.777	291.286	290.790	290.690	17.568	17.453	312.1487708	59.13349306	340.6923611	406.1840278	291.02	290.24	290.49	75.61	73.36	0.965	1.172	3.25	-5.46					
331	4.316547929	3.96	0.488679251	0.000	292.011	291.469	290.974	290.793	17.587	17.370	376.2092431	66.43376389	301.8486111	400.9722222	290.68	288.33	288.69	84.1	79.01	1.594	2.268	3.25	-9.52					
332	3.437405876	4.59	0.469943341	0.000	293.660	292.478	291.662	291.225	17.812	17.447	305.0962083	58.79606944	348.9993056	422.7409722	293.99	292.48	292.74	45.26	44.04	2.706	3.824	3.25	-15.95					
333	2.725627679	4.41	0.450465023	0.000	295.665	294.432	293.149	292.183	18.402	17.762	289.7530417	60.62172917	355.5333333	430.1763889	295.39	294.14	294.58	48.13	43.03	1.896	2.699	3.25	-10.85					
334	1.787210542	4.23	0.430234689	0.000	294.408	293.863	293.205	292.593	18.918	18.226	377.6665208	73.37511111	304.4625	410.1381944	292.67	289.15	289.36	71.33	70.27	4.212	5.339	3.25	-8.56					
335	1.63125	3.34	0.409242727	0.000	293.316	293.197	292.922	292.585	19.077	18.471	395.2395208	81.28179167	282.4034722	394.4451389	289.92	286.44	286.65	70.06	66.01	1.709	2.015	3.25	-3.26					
336	0.972222222	4.26	0.387479529	0.000	295.095	293.809	292.944	292.510	19.040	18.530	382.9011875	76.7189375	311.4756944	417.3576389	294.01	289.96	290.16	48.67	47.36	2.224	3.36	3.24	-19.21					
337	0.95625	2.24	0.364935484	0.300	293.679	293.813	293.606	293.119	19.461	18.765	153.6633889	36.46995833	359.60625	409.8305556	291.84	290.41	290.73	83.9	80.6	1.293	1.924	2.10	6.60					
338	0	1.43	0.341600984	23.800	285.731	287.404	289.541	290.963	18.525	18.538	257.5206319	60.06473611	326.3465278	375.7576389	285.22	284.22	284.59	92.9	92	3.492	4.31	2.10	23.68					
339	0	2.76	0.317466417	0.000	290.887	290.031	289.695	290.052	17.386	17.655	372.7212986	92.33163194	310.3138889	406.5944444	291.55	288.40	288.56	66.99	65.76	2.961	3.731	2.10	-18.64					
340	3.616562172	2.90	0.292522175	0.000	291.893	291.493	291.101	290.851	17.591	17.438	392.3509097	101.1120347	302.9625	409.975	291.86	289.61	289.80	85.9	84.3	2.478	3.1	2.10	-0.64					
341	3.135787328	3.29	0.266758648	0.000	292.798	291.731	291.048	290.882	17.696	17.527	373.9362222	94.35429167	313.7819444	419.5256944	293.63	290.60	290.75	48.16	47.25	2.9	3.974	2.10	-15.45					
342	2.45101511	4.45	0.240166226	0.000	296.169	294.531	292.918	291.959	18.256	17.757	383.9555764	97.55215278	350.6729167	447.4104167	298.23	295.66	295.89	72.73	70.97	1.038	1.46	2.10	-23.00					
343	2.25879573	3.65	0.212735298	0.000	297.302	295.723	294.179	293.113	19.205	18.422	377.3606667	93.21345139	349.1097222	440.3326389	297.32	294.07	294.33	51.37	48	1.657	1.751	2.10	-23.13					
344	1.934934223	4.25	0.199164391	0.000	297.545	296.533	295.393	294.273	20.193	19.185	262.6139931	72.71311806	363.96875	452.4340278	298.51	297.90	298.35	63.67	61.66	1.6	2.239	2.10	-8.49					
345	0.313273612	1.70	0.185313981	2.200	294.842	294.879	294.734	294.318	20.614	19.756	172.8757222	45.20793056	353.4645833	415.6833333	292.83	291.71	292.27	90.3	87.6	1.764	2.455	2.10	2.81					
346	0.180290306	1.49	0.171181668	0.000	292.807	293.232	293.566	293.628	20.334	19.789	348.6608056	88.93128472	308.3555556	401.0965278	290.45	288.18	288.51	75.8	74.06	2.599	3.296	2.10	10.39					
347	2.351862781	1.82	0.084426338	0.000	292.566	292.384	292.485	292.718	19.681	19.440	294.5714722	75.02268056	311.9819444	400.6604167	290.39	287.09	287.39	52.29	51.35	3.532	4.198	2.10	-0.51					
348	1.391261279	1.44	0.084426338	0.500	292.754	292.751	292.727	292.681	19.452	19.146	142.2423819	37.22579861	362.30625	413.8472222	292.07	291.61	292.05	89.6	87.7	1.154	1.463	2.10	1.03					
349	0.426757065	0.67	0.084426338	0.800	291.563	292.055	292.333	292.443	19.282	19.030	114.8596458	29.58235417	353.6465278	398.1048611	289.45	289.16	289.66	80.9	78.17	1.485	2.054	2.10	8.46					
350	1.211815717	2.06	0.084426338	0.000	294.609	293.119	292.193	292.003	18.881	18.754	369.597625	80.151875	326.15	430.9298611	295.95	291.44	291.68	42.46	41.76	4.148	5.172	2.10	-24.32					
